;ETF1;ETF2
01/01/2001;17.9;0.927
02/01/2001;17.7;0.918
03/01/2001;17.35;0.9
04/01/2001;17.95;0.936
05/01/2001;18.35;0.936
08/01/2001;18.15;1.001
09/01/2001;18.45;0.982
10/01/2001;18.7;0.991
11/01/2001;18.15;0.936
12/01/2001;18.3;0.973
15/01/2001;17.95;0.973
16/01/2001;17.9;0.991
17/01/2001;17.8;0.946
18/01/2001;18.1;0.973
19/01/2001;17.85;0.982
22/01/2001;18.3;1.001
23/01/2001;18.5;1.001
24/01/2001;18.5;1.001
25/01/2001;18.5;1.001
26/01/2001;18.5;1.001
29/01/2001;18.6;1.01
30/01/2001;18.9;0.964
31/01/2001;18.95;1.01
01/02/2001;19;0.982
02/02/2001;18.55;1.001
05/02/2001;18.75;0.982
06/02/2001;18.45;0.973
07/02/2001;18.7;1.001
08/02/2001;18.65;1.028
09/02/2001;18.4;1.102
12/02/2001;18.25;1.129
13/02/2001;17.9;1.074
14/02/2001;17.85;1.065
15/02/2001;17.7;1.056
16/02/2001;17.7;1.047
19/02/2001;17.6;1.092
20/02/2001;17.4;1.083
21/02/2001;17.25;1.037
22/02/2001;17.35;1.028
23/02/2001;17.15;1.074
26/02/2001;17.25;1.111
27/02/2001;17;1.083
28/02/2001;16.45;1.037
01/03/2001;15.35;0.991
02/03/2001;15.45;0.982
05/03/2001;15.2;0.964
06/03/2001;15.4;1.001
07/03/2001;16;1.001
08/03/2001;15.75;1.001
09/03/2001;15.2;0.991
12/03/2001;14.2;0.946
13/03/2001;14.85;0.9
14/03/2001;13.95;0.881
15/03/2001;13.75;0.89
16/03/2001;14;0.9
19/03/2001;13.65;0.909
20/03/2001;13.5;0.9
21/03/2001;13.45;0.9
22/03/2001;12.05;0.845
23/03/2001;12.5;0.826
26/03/2001;13.1;0.808
27/03/2001;12.7;0.753
28/03/2001;12.95;0.771
29/03/2001;12.85;0.808
30/03/2001;12.55;0.826
02/04/2001;12.8;0.854
03/04/2001;12.85;0.854
04/04/2001;12.6;0.817
05/04/2001;12.6;0.817
06/04/2001;12.6;0.826
09/04/2001;12.05;0.817
10/04/2001;12.25;0.835
11/04/2001;13.2;0.835
12/04/2001;13.9;0.9
13/04/2001;13.9;0.9
16/04/2001;13.9;0.9
17/04/2001;13.85;0.927
18/04/2001;13.65;0.973
19/04/2001;14;0.955
20/04/2001;14.3;0.9
23/04/2001;13.8;0.936
24/04/2001;13.7;0.927
25/04/2001;13.9;0.918
26/04/2001;14;0.927
27/04/2001;13.95;0.955
30/04/2001;13.95;0.955
01/05/2001;13.95;0.955
02/05/2001;14.25;0.991
03/05/2001;14.05;0.964
04/05/2001;13.75;0.991
07/05/2001;13.85;1.047
08/05/2001;13.9;1.028
09/05/2001;14.1;1.056
10/05/2001;14.1;1.083
11/05/2001;14.15;1.065
14/05/2001;14.15;1.056
15/05/2001;13.85;1.102
16/05/2001;13.95;1.092
17/05/2001;14;1.111
18/05/2001;14;1.102
21/05/2001;14.25;1.129
22/05/2001;14.95;1.129
23/05/2001;15.15;1.138
24/05/2001;15.1;1.212
25/05/2001;15.2;1.304
28/05/2001;15.1;1.304
29/05/2001;14.8;1.276
30/05/2001;14.6;1.267
31/05/2001;14.1;1.285
01/06/2001;14.2;1.212
04/06/2001;14.15;1.331
05/06/2001;14.5;1.276
06/06/2001;14.85;1.239
07/06/2001;14.85;1.285
08/06/2001;14.95;1.285
11/06/2001;14.75;1.258
12/06/2001;14.45;1.212
13/06/2001;14.65;1.138
14/06/2001;14.25;1.157
15/06/2001;14.2;1.157
18/06/2001;13.9;1.083
19/06/2001;13.8;1.138
20/06/2001;13.8;1.102
21/06/2001;13.9;1.166
22/06/2001;13.95;1.258
25/06/2001;13.95;1.258
26/06/2001;14.1;1.285
27/06/2001;13.7;1.267
28/06/2001;13.65;1.258
29/06/2001;13.9;1.285
02/07/2001;13.9;1.285
03/07/2001;13.95;1.331
04/07/2001;13.65;1.349
05/07/2001;13.1;1.285
06/07/2001;13.1;1.285
09/07/2001;12.45;1.248
10/07/2001;12.55;1.258
11/07/2001;12.8;1.184
12/07/2001;12.4;1.203
13/07/2001;12.5;1.175
16/07/2001;12.25;1.138
17/07/2001;12.35;1.102
18/07/2001;11.9;1.129
19/07/2001;11.35;1.129
20/07/2001;11.65;1.157
23/07/2001;12.1;1.193
24/07/2001;11.65;1.184
25/07/2001;11.65;1.184
26/07/2001;11.6;1.193
27/07/2001;11.55;1.184
30/07/2001;11.7;1.184
31/07/2001;11.55;1.203
01/08/2001;11.6;1.193
02/08/2001;11.8;1.175
03/08/2001;11.95;1.111
06/08/2001;11.6;1.047
07/08/2001;11.45;1.065
08/08/2001;11.6;1.102
09/08/2001;11.45;1.065
10/08/2001;11.75;1.083
13/08/2001;11.6;1.074
14/08/2001;11.75;1.083
15/08/2001;11.75;1.166
16/08/2001;11.95;1.157
17/08/2001;11.95;1.166
20/08/2001;11.75;1.203
21/08/2001;11.8;1.203
22/08/2001;11.7;1.193
23/08/2001;11.6;1.193
24/08/2001;10.7;1.184
27/08/2001;10.85;1.203
28/08/2001;10.4;1.203
29/08/2001;9.9;1.157
30/08/2001;9.95;1.157
31/08/2001;9.8;1.147
03/09/2001;9.7;1.147
04/09/2001;9.35;1.147
05/09/2001;9.5;1.157
06/09/2001;9.65;1.138
07/09/2001;9.5;1.065
10/09/2001;9.35;1.074
11/09/2001;9.1;0.817
12/09/2001;7.95;0.643
13/09/2001;8.55;0.652
14/09/2001;8.6;0.661
17/09/2001;7.95;0.643
18/09/2001;8.05;0.633
19/09/2001;9.05;0.643
20/09/2001;8.65;0.615
21/09/2001;8.15;0.588
24/09/2001;8.5;0.633
25/09/2001;8.9;0.633
26/09/2001;8.9;0.643
27/09/2001;9.4;0.67
28/09/2001;9.4;0.679
01/10/2001;9.4;0.679
02/10/2001;9.4;0.679
03/10/2001;9.8;0.698
04/10/2001;10.5;0.725
05/10/2001;10.3;0.744
08/10/2001;10;0.725
09/10/2001;10.4;0.771
10/10/2001;10.2;0.835
11/10/2001;10.8;0.835
12/10/2001;11.15;0.771
15/10/2001;10.5;0.762
16/10/2001;10;0.762
17/10/2001;9.75;0.762
18/10/2001;9.95;0.753
19/10/2001;9.7;0.744
22/10/2001;9.6;0.753
23/10/2001;10;0.799
24/10/2001;10.6;0.789
25/10/2001;10.6;0.789
26/10/2001;10.55;0.762
29/10/2001;10.5;0.78
30/10/2001;10.5;0.808
31/10/2001;10.45;0.808
01/11/2001;10.75;0.854
02/11/2001;10.6;0.845
05/11/2001;10.6;0.9
06/11/2001;10.6;0.863
07/11/2001;10.35;0.799
08/11/2001;10.35;0.826
09/11/2001;10.5;0.835
12/11/2001;10.55;0.835
13/11/2001;10.35;0.845
14/11/2001;10.8;0.863
15/11/2001;11.3;0.872
16/11/2001;11.85;0.872
19/11/2001;11.8;0.872
20/11/2001;11.5;0.881
21/11/2001;11.35;0.872
22/11/2001;11.25;0.872
23/11/2001;11.3;0.909
26/11/2001;11.75;0.918
27/11/2001;11.75;0.9
28/11/2001;11.6;0.881
29/11/2001;11.15;0.881
30/11/2001;11.2;0.9
03/12/2001;11.15;0.927
04/12/2001;11.25;0.964
05/12/2001;11.7;0.973
06/12/2001;12.45;0.973
07/12/2001;12.6;0.955
10/12/2001;12.35;0.936
11/12/2001;12.25;0.946
12/12/2001;11.95;0.936
13/12/2001;11.8;0.89
14/12/2001;11.65;0.863
17/12/2001;11.45;0.881
18/12/2001;11.35;0.872
19/12/2001;11.5;0.872
20/12/2001;11.8;0.881
21/12/2001;11.55;0.854
24/12/2001;11.6;0.863
25/12/2001;11.6;0.863
26/12/2001;11.6;0.863
27/12/2001;11.6;0.881
28/12/2001;11.75;0.881
31/12/2001;11.85;0.927
01/01/2002;11.85;0.927
02/01/2002;11.95;0.927
03/01/2002;12.05;0.936
04/01/2002;12.3;0.936
07/01/2002;12.55;0.955
08/01/2002;12.95;0.946
09/01/2002;12.65;0.918
10/01/2002;12.5;0.909
11/01/2002;12.75;0.909
14/01/2002;12.55;0.909
15/01/2002;12.2;0.872
16/01/2002;12.15;0.89
17/01/2002;12.2;0.909
18/01/2002;12.5;0.909
21/01/2002;12.45;0.909
22/01/2002;12.2;0.89
23/01/2002;12.3;0.881
24/01/2002;11.9;0.881
25/01/2002;11.85;0.909
28/01/2002;11.5;0.936
29/01/2002;11.55;0.927
30/01/2002;11.35;0.918
31/01/2002;11.4;0.9
01/02/2002;11.35;0.89
04/02/2002;11.1;0.881
05/02/2002;10.8;0.863
06/02/2002;11;0.854
07/02/2002;11.05;0.863
08/02/2002;11;0.872
11/02/2002;11.1;0.89
12/02/2002;11.1;0.89
13/02/2002;11.1;0.89
14/02/2002;11.1;0.89
15/02/2002;11.2;0.9
18/02/2002;11.2;0.936
19/02/2002;11.45;0.909
20/02/2002;11.4;0.918
21/02/2002;11.3;0.909
22/02/2002;11.15;0.909
25/02/2002;10.8;0.89
26/02/2002;10.95;0.89
27/02/2002;10.9;0.9
28/02/2002;10.95;0.872
01/03/2002;11.05;0.854
04/03/2002;11.25;0.881
05/03/2002;11.1;0.89
06/03/2002;11.2;0.881
07/03/2002;12;0.881
08/03/2002;12;0.881
11/03/2002;11.65;0.9
12/03/2002;11.9;0.918
13/03/2002;12.2;0.909
14/03/2002;12.75;0.909
15/03/2002;12.45;0.881
18/03/2002;12.7;0.881
19/03/2002;12.8;0.872
20/03/2002;12.6;0.872
21/03/2002;12.15;0.854
22/03/2002;12.1;0.863
25/03/2002;11.9;0.854
26/03/2002;11.7;0.835
27/03/2002;11.85;0.845
28/03/2002;12.1;0.845
29/03/2002;12.1;0.845
01/04/2002;12.1;0.845
02/04/2002;12.2;0.817
03/04/2002;12.3;0.835
04/04/2002;12.25;0.854
05/04/2002;12.25;0.854
08/04/2002;12.25;0.854
09/04/2002;12.2;0.854
10/04/2002;12.2;0.835
11/04/2002;12.05;0.835
12/04/2002;12.25;0.835
15/04/2002;12.25;0.835
16/04/2002;12.2;0.835
17/04/2002;12.55;0.854
18/04/2002;12.85;0.854
19/04/2002;13;0.863
22/04/2002;13.35;0.835
23/04/2002;13.5;0.845
24/04/2002;14;0.854
25/04/2002;13.6;0.854
26/04/2002;13.55;0.863
29/04/2002;13.5;0.863
30/04/2002;13.9;0.863
01/05/2002;13.9;0.863
02/05/2002;14.5;0.89
03/05/2002;14.85;0.89
06/05/2002;14.5;0.9
07/05/2002;14.45;0.9
08/05/2002;14.1;0.909
09/05/2002;14.3;0.89
10/05/2002;14.05;0.881
13/05/2002;13.95;0.89
14/05/2002;14.05;0.863
15/05/2002;14.45;0.872
16/05/2002;14.55;0.89
17/05/2002;14.5;0.89
20/05/2002;14.5;0.89
21/05/2002;14.25;0.863
22/05/2002;14.25;0.863
23/05/2002;14.15;0.872
24/05/2002;14.15;0.872
27/05/2002;14.3;0.863
28/05/2002;13.95;0.863
29/05/2002;13.8;0.854
30/05/2002;13.65;0.845
31/05/2002;14.1;0.863
03/06/2002;13.8;0.845
04/06/2002;14.15;0.845
05/06/2002;13.85;0.854
06/06/2002;13.85;0.854
07/06/2002;13.75;0.854
10/06/2002;13.8;0.854
11/06/2002;13.7;0.854
12/06/2002;13.35;0.845
13/06/2002;13.2;0.854
14/06/2002;12.8;0.845
17/06/2002;12.45;0.835
18/06/2002;12.7;0.817
19/06/2002;12.55;0.799
20/06/2002;12.7;0.808
21/06/2002;12.7;0.808
24/06/2002;13.05;0.826
25/06/2002;13.05;0.808
26/06/2002;12.6;0.78
27/06/2002;12.7;0.808
28/06/2002;12.85;0.808
01/07/2002;12.85;0.808
02/07/2002;12.65;0.817
03/07/2002;13.05;0.799
04/07/2002;13.3;0.799
05/07/2002;13.25;0.799
08/07/2002;13.35;0.808
09/07/2002;13.45;0.799
10/07/2002;13.3;0.789
11/07/2002;12.75;0.78
12/07/2002;12.75;0.78
15/07/2002;12.75;0.771
16/07/2002;12.5;0.753
17/07/2002;12;0.734
18/07/2002;11.85;0.716
19/07/2002;11.65;0.716
22/07/2002;11.3;0.679
23/07/2002;11.55;0.707
24/07/2002;11.25;0.688
25/07/2002;11.05;0.67
26/07/2002;10.75;0.643
29/07/2002;10.9;0.661
30/07/2002;11.35;0.688
31/07/2002;11.3;0.698
01/08/2002;11.35;0.688
02/08/2002;10.95;0.679
05/08/2002;10.4;0.67
06/08/2002;9.85;0.652
07/08/2002;10.55;0.67
08/08/2002;10.5;0.661
09/08/2002;10.5;0.652
12/08/2002;10.55;0.652
13/08/2002;10.35;0.652
14/08/2002;9.95;0.652
15/08/2002;10.45;0.67
16/08/2002;10;0.679
19/08/2002;10.2;0.688
20/08/2002;10.8;0.688
21/08/2002;10.7;0.688
22/08/2002;10.75;0.716
23/08/2002;10.65;0.707
26/08/2002;10.6;0.716
27/08/2002;10.3;0.716
28/08/2002;10.15;0.716
29/08/2002;10.25;0.725
30/08/2002;10.3;0.725
02/09/2002;10.15;0.734
03/09/2002;9.95;0.725
04/09/2002;10;0.707
05/09/2002;9.8;0.716
06/09/2002;9.7;0.716
09/09/2002;9.75;0.725
10/09/2002;9.9;0.744
11/09/2002;9.9;0.734
12/09/2002;9.75;0.734
13/09/2002;9.55;0.716
16/09/2002;8.95;0.707
17/09/2002;9.5;0.734
18/09/2002;9.1;0.716
19/09/2002;9.15;0.716
20/09/2002;9.2;0.716
23/09/2002;9.15;0.725
24/09/2002;9.1;0.716
25/09/2002;9.45;0.707
26/09/2002;9.6;0.725
27/09/2002;9.5;0.725
30/09/2002;9.4;0.716
01/10/2002;9.4;0.716
02/10/2002;9.3;0.707
03/10/2002;9.15;0.688
04/10/2002;9.2;0.688
07/10/2002;9.15;0.679
08/10/2002;9.4;0.679
09/10/2002;9.45;0.679
10/10/2002;9.3;0.688
11/10/2002;9.1;0.698
14/10/2002;9.1;0.698
15/10/2002;9.65;0.716
16/10/2002;9.9;0.707
17/10/2002;10.5;0.725
18/10/2002;10.8;0.725
21/10/2002;10.65;0.716
22/10/2002;10.6;0.707
23/10/2002;10.7;0.716
24/10/2002;10.65;0.725
25/10/2002;10.8;0.734
28/10/2002;10.8;0.734
29/10/2002;10.7;0.716
30/10/2002;10.6;0.716
31/10/2002;10.35;0.716
01/11/2002;10.2;0.716
04/11/2002;10.5;0.716
05/11/2002;10.25;0.707
06/11/2002;10.35;0.716
07/11/2002;10.5;0.716
08/11/2002;10.35;0.725
11/11/2002;10.1;0.716
12/11/2002;9.85;0.725
13/11/2002;10.05;0.716
14/11/2002;10.1;0.725
15/11/2002;10.65;0.725
18/11/2002;10.5;0.725
19/11/2002;10.35;0.725
20/11/2002;10.35;0.716
21/11/2002;10.3;0.707
22/11/2002;10.45;0.716
25/11/2002;10.55;0.716
26/11/2002;10.6;0.716
27/11/2002;10.55;0.707
28/11/2002;10.6;0.716
29/11/2002;10.45;0.716
02/12/2002;10.7;0.762
03/12/2002;10.8;0.753
04/12/2002;10.55;0.744
05/12/2002;10.35;0.744
06/12/2002;10.3;0.734
09/12/2002;10.35;0.725
10/12/2002;10.3;0.716
11/12/2002;10.4;0.707
12/12/2002;10.4;0.725
13/12/2002;10.45;0.707
16/12/2002;10.25;0.716
17/12/2002;10.4;0.716
18/12/2002;10.35;0.698
19/12/2002;10.35;0.688
20/12/2002;10.2;0.698
23/12/2002;10.4;0.707
24/12/2002;10.2;0.698
25/12/2002;10.2;0.698
26/12/2002;10.2;0.698
27/12/2002;10.2;0.688
30/12/2002;9.85;0.67
31/12/2002;9.8;0.67
01/01/2003;9.8;0.67
02/01/2003;9.9;0.679
03/01/2003;10.2;0.688
06/01/2003;10.2;0.688
07/01/2003;10.1;0.698
08/01/2003;10.25;0.698
09/01/2003;10.1;0.707
10/01/2003;10.2;0.725
13/01/2003;10.25;0.734
14/01/2003;10.3;0.725
15/01/2003;10.4;0.725
16/01/2003;10.25;0.707
17/01/2003;10;0.707
20/01/2003;9.85;0.707
21/01/2003;9.8;0.725
22/01/2003;9.8;0.716
23/01/2003;9.95;0.716
24/01/2003;9.8;0.707
27/01/2003;9.65;0.688
28/01/2003;9.55;0.688
29/01/2003;9.2;0.688
30/01/2003;9.3;0.688
31/01/2003;9.3;0.688
03/02/2003;9.3;0.688
04/02/2003;9.3;0.688
05/02/2003;9.15;0.707
06/02/2003;9.2;0.688
07/02/2003;8.95;0.688
10/02/2003;8.9;0.688
11/02/2003;9;0.688
12/02/2003;9.35;0.698
13/02/2003;9.05;0.679
14/02/2003;8.8;0.679
17/02/2003;8.85;0.698
18/02/2003;8.8;0.716
19/02/2003;8.95;0.707
20/02/2003;9.05;0.707
21/02/2003;9.05;0.688
24/02/2003;9.15;0.698
25/02/2003;9.15;0.688
26/02/2003;9.1;0.679
27/02/2003;9;0.679
28/02/2003;9.1;0.679
03/03/2003;9.15;0.679
04/03/2003;9.05;0.67
05/03/2003;8.9;0.67
06/03/2003;8.75;0.569
07/03/2003;8.65;0.588
10/03/2003;8.45;0.569
11/03/2003;8.65;0.569
12/03/2003;8.85;0.569
13/03/2003;9.05;0.56
14/03/2003;9.45;0.56
17/03/2003;9.3;0.569
18/03/2003;9.45;0.569
19/03/2003;9.45;0.578
20/03/2003;9.55;0.578
21/03/2003;9.55;0.578
24/03/2003;8.75;0.569
25/03/2003;8.85;0.569
26/03/2003;9;0.569
27/03/2003;8.9;0.56
28/03/2003;8.75;0.569
31/03/2003;8.3;0.56
01/04/2003;8.45;0.56
02/04/2003;8.75;0.569
03/04/2003;8.85;0.569
04/04/2003;9.1;0.578
07/04/2003;9.2;0.588
08/04/2003;8.6;0.588
09/04/2003;8.55;0.588
10/04/2003;8.75;0.588
11/04/2003;8.7;0.588
14/04/2003;8.45;0.588
15/04/2003;8.4;0.588
16/04/2003;8.5;0.578
17/04/2003;8.45;0.578
18/04/2003;8.45;0.578
21/04/2003;8.45;0.578
22/04/2003;8.25;0.578
23/04/2003;8.1;0.569
24/04/2003;7.9;0.56
25/04/2003;7.9;0.56
28/04/2003;8.3;0.569
29/04/2003;9;0.578
30/04/2003;9.1;0.578
01/05/2003;9.1;0.578
02/05/2003;9.05;0.578
05/05/2003;9.05;0.588
06/05/2003;9.1;
07/05/2003;8.95;0.606
08/05/2003;8.95;0.606
09/05/2003;9.2;0.633
12/05/2003;9.75;0.633
13/05/2003;9.7;0.633
14/05/2003;9.15;0.633
15/05/2003;9.25;0.67
16/05/2003;9.25;0.707
19/05/2003;9.3;0.716
20/05/2003;9.35;0.716
21/05/2003;9.5;0.725
22/05/2003;9.5;0.716
23/05/2003;9.6;0.698
26/05/2003;10;0.734
27/05/2003;10.2;0.716
28/05/2003;10.45;0.725
29/05/2003;10.2;0.716
30/05/2003;10.3;0.725
02/06/2003;10.65;0.734
03/06/2003;10.7;0.734
04/06/2003;10.7;0.734
05/06/2003;10.5;0.734
06/06/2003;10.55;0.762
09/06/2003;10.7;0.799
10/06/2003;11;0.789
11/06/2003;11.1;0.808
12/06/2003;11.4;0.799
13/06/2003;11.8;0.835
16/06/2003;11.15;0.826
17/06/2003;11.35;0.789
18/06/2003;11.3;0.78
19/06/2003;11.35;0.78
20/06/2003;11.5;0.789
23/06/2003;11.35;0.762
24/06/2003;10.9;0.762
25/06/2003;11.2;0.771
26/06/2003;11.15;0.771
27/06/2003;11.05;0.771
30/06/2003;11.2;0.771
01/07/2003;11.2;0.771
02/07/2003;11;0.78
03/07/2003;11;0.771
04/07/2003;11.2;0.771
07/07/2003;11.9;0.78
08/07/2003;12.4;0.78
09/07/2003;12.35;0.799
10/07/2003;12.35;0.78
11/07/2003;12;0.762
14/07/2003;12.25;0.799
15/07/2003;11.95;0.789
16/07/2003;12.25;0.789
17/07/2003;12.45;0.78
18/07/2003;12.5;0.789
21/07/2003;12.6;0.799
22/07/2003;12.6;0.799
23/07/2003;12.25;0.789
24/07/2003;12.3;0.789
25/07/2003;12.05;0.789
28/07/2003;12.25;0.789
29/07/2003;12.4;0.789
30/07/2003;12.5;0.771
31/07/2003;12.85;0.789
01/08/2003;12.95;0.808
04/08/2003;13.15;0.845
05/08/2003;13.45;0.835
06/08/2003;12.7;0.808
07/08/2003;13.1;0.799
08/08/2003;13.35;0.826
11/08/2003;13.75;0.817
12/08/2003;13.6;0.826
13/08/2003;13.95;0.845
14/08/2003;13.6;0.826
15/08/2003;13.35;0.826
18/08/2003;13.65;0.854
19/08/2003;13.7;0.863
20/08/2003;13.35;0.863
21/08/2003;13.9;0.9
22/08/2003;14.05;0.89
25/08/2003;14.25;0.863
26/08/2003;13.95;0.854
27/08/2003;14.1;0.826
28/08/2003;14.05;0.835
29/08/2003;14;0.854
01/09/2003;14.25;0.872
02/09/2003;14.55;0.863
03/09/2003;15.05;1.001
04/09/2003;;0.991
05/09/2003;15.6;1.019
08/09/2003;15.25;1.083
09/09/2003;15.35;1.037
10/09/2003;15;0.982
11/09/2003;15.45;1.037
12/09/2003;15.45;1.037
15/09/2003;15.5;1.047
16/09/2003;15.35;1.028
17/09/2003;15.4;1.056
18/09/2003;15.3;1.028
19/09/2003;15.5;1.001
22/09/2003;15.1;0.982
23/09/2003;15.25;0.982
24/09/2003;16.05;1.065
25/09/2003;16.5;1.047
26/09/2003;16.95;1.037
29/09/2003;16.7;1.037
30/09/2003;16.5;1.047
01/10/2003;16.5;1.047
02/10/2003;16.6;1.037
03/10/2003;16.95;1.056
06/10/2003;17;1.065
07/10/2003;16.65;1.065
08/10/2003;16.25;1.065
09/10/2003;16.35;1.056
10/10/2003;16.45;1.12
13/10/2003;16.5;1.138
14/10/2003;16.3;1.102
15/10/2003;16.5;1.111
16/10/2003;16.7;1.157
17/10/2003;16.5;1.157
20/10/2003;17;1.175
21/10/2003;17.1;1.157
22/10/2003;17.25;1.157
23/10/2003;16.4;1.083
24/10/2003;16.55;1.074
27/10/2003;16.5;1.083
28/10/2003;16.9;1.12
29/10/2003;17;1.111
30/10/2003;16.9;1.083
31/10/2003;16.9;1.083
03/11/2003;17.1;1.147
04/11/2003;17;1.129
05/11/2003;17;1.111
06/11/2003;16.8;1.102
07/11/2003;16.8;1.111
10/11/2003;16.7;1.083
11/11/2003;16.8;1.065
12/11/2003;16.45;1.056
13/11/2003;15.7;1.102
14/11/2003;15.3;1.092
17/11/2003;14.85;1.074
18/11/2003;15;1.065
19/11/2003;14.95;1.065
20/11/2003;14.8;1.047
21/11/2003;14.65;1.037
24/11/2003;14.85;1.028
25/11/2003;14.95;1.065
26/11/2003;15.1;1.12
27/11/2003;15.15;1.138
28/11/2003;15.9;1.12
01/12/2003;16.15;1.138
02/12/2003;16.35;1.138
03/12/2003;16.65;1.166
04/12/2003;16.3;1.23
05/12/2003;16.3;1.212
08/12/2003;16.4;1.203
09/12/2003;16.5;1.239
10/12/2003;16.55;1.285
11/12/2003;16.75;1.359
12/12/2003;16.95;1.331
15/12/2003;16.5;1.313
16/12/2003;16.35;1.304
17/12/2003;16.15;1.258
18/12/2003;16.15;1.276
19/12/2003;16.2;1.304
22/12/2003;16.5;1.34
23/12/2003;16.65;1.304
24/12/2003;16.55;1.304
25/12/2003;16.55;1.304
26/12/2003;16.55;1.304
29/12/2003;16.55;1.322
30/12/2003;16.55;1.294
31/12/2003;16.85;1.304
01/01/2004;16.85;1.304
02/01/2004;17.25;1.349
05/01/2004;18.2;1.606
06/01/2004;18.6;1.542
07/01/2004;18.6;1.597
08/01/2004;18.3;1.542
09/01/2004;18.7;1.57
12/01/2004;19.15;1.579
13/01/2004;19.05;1.524
14/01/2004;19;1.561
15/01/2004;18.9;1.524
16/01/2004;19.15;1.561
19/01/2004;19.2;1.662
20/01/2004;19.9;1.808
21/01/2004;20.6;1.763
22/01/2004;20.6;1.763
23/01/2004;20.6;1.763
26/01/2004;21;1.836
27/01/2004;21.85;1.735
28/01/2004;21.1;1.689
29/01/2004;19.9;1.671
30/01/2004;19.4;1.606
02/02/2004;18.9;1.533
03/02/2004;19.35;1.634
04/02/2004;19;1.616
05/02/2004;18.9;1.652
06/02/2004;19.65;1.698
09/02/2004;20.15;1.726
10/02/2004;19.8;1.726
11/02/2004;19.4;1.726
12/02/2004;19.55;1.68
13/02/2004;20;1.68
16/02/2004;20.35;1.717
17/02/2004;20.75;1.799
18/02/2004;20.75;1.827
19/02/2004;20.5;1.772
20/02/2004;20.4;1.772
23/02/2004;20.75;1.717
24/02/2004;20.5;1.717
25/02/2004;19.95;1.68
26/02/2004;20.75;1.662
27/02/2004;20.6;1.698
01/03/2004;20.65;1.707
02/03/2004;20.45;1.744
03/03/2004;20.4;1.726
04/03/2004;20.5;1.726
05/03/2004;20.95;1.689
08/03/2004;21.05;1.698
09/03/2004;21.05;1.662
10/03/2004;20.9;1.597
11/03/2004;20.45;1.57
12/03/2004;20.15;1.616
15/03/2004;20.35;1.606
16/03/2004;20.15;1.579
17/03/2004;20.2;1.579
18/03/2004;20.2;1.561
19/03/2004;20.3;1.524
22/03/2004;20.25;1.487
23/03/2004;20.25;1.487
24/03/2004;17.55;1.579
25/03/2004;17.05;1.551
26/03/2004;17;1.561
29/03/2004;16.35;1.606
30/03/2004;16.85;1.606
31/03/2004;16.7;1.616
01/04/2004;16.45;1.597
02/04/2004;16.85;1.643
05/04/2004;16.85;1.643
06/04/2004;17.15;1.68
07/04/2004;17.2;1.68
08/04/2004;17.1;1.662
09/04/2004;17.1;1.662
12/04/2004;17.1;1.662
13/04/2004;16.75;1.634
14/04/2004;16.45;1.561
15/04/2004;16.1;1.45
16/04/2004;16.25;1.505
19/04/2004;16.3;1.515
20/04/2004;16.15;1.46
21/04/2004;15.5;1.34
22/04/2004;15.2;1.285
23/04/2004;15.7;1.377
26/04/2004;15.9;1.331
27/04/2004;16;1.322
28/04/2004;16.05;1.349
29/04/2004;15.65;1.285
30/04/2004;15.6;1.193
03/05/2004;15.7;1.184
04/05/2004;16.3;1.258
05/05/2004;16.4;1.212
06/05/2004;16.9;1.239
07/05/2004;16.6;1.203
10/05/2004;15.75;1.083
11/05/2004;16;1.092
12/05/2004;16.25;1.092
13/05/2004;16;1.092
14/05/2004;15.55;1.056
17/05/2004;14.65;0.991
18/05/2004;14.6;1.01
19/05/2004;15.2;1.037
20/05/2004;15.15;1.037
21/05/2004;15.35;1.102
24/05/2004;15.7;1.138
25/05/2004;15.45;1.138
26/05/2004;15.45;1.138
27/05/2004;15.9;1.157
28/05/2004;16.2;1.175
31/05/2004;16.05;1.203
01/06/2004;16.05;1.166
02/06/2004;16.1;1.193
03/06/2004;15.75;1.147
04/06/2004;15.45;1.157
07/06/2004;16;1.184
08/06/2004;15.95;1.184
09/06/2004;15.65;1.175
10/06/2004;15.75;1.175
11/06/2004;15.85;1.184
14/06/2004;15.65;1.175
15/06/2004;15.6;1.175
16/06/2004;15.7;1.147
17/06/2004;15.45;1.102
18/06/2004;15.2;1.065
21/06/2004;14.95;1.065
22/06/2004;14.95;1.065
23/06/2004;14.75;1.065
24/06/2004;15.25;1.111
25/06/2004;15.25;1.065
28/06/2004;15.65;1.12
29/06/2004;15.7;1.175
30/06/2004;16;1.239
01/07/2004;16;1.239
02/07/2004;15.95;1.212
05/07/2004;16.1;1.221
06/07/2004;16.15;1.285
07/07/2004;16.85;1.294
08/07/2004;16.7;1.267
09/07/2004;16.8;1.248
12/07/2004;16.75;1.23
13/07/2004;16.65;1.239
14/07/2004;16.65;1.267
15/07/2004;16.65;1.267
16/07/2004;16.6;1.258
19/07/2004;16.85;1.331
20/07/2004;16.85;1.331
21/07/2004;17.05;1.359
22/07/2004;16.95;1.34
23/07/2004;16.9;1.368
26/07/2004;16.5;1.349
27/07/2004;16.3;1.386
28/07/2004;16.35;1.405
29/07/2004;16.2;1.432
30/07/2004;16.1;1.414
02/08/2004;15.8;1.349
03/08/2004;16;1.331
04/08/2004;16;1.304
05/08/2004;16;1.331
