;ETF1;ETF2
18/03/2008;124.2;10.277
19/03/2008;122.5;11.66
20/03/2008;118.8;11.103
21/03/2008;118.8;11.103
24/03/2008;118.8;11.103
25/03/2008;127.3;12.179
26/03/2008;130.5;13.139
27/03/2008;128.8;13.716
28/03/2008;137.6;14.023
31/03/2008;133.6;13.792
01/04/2008;134.3;13.85
02/04/2008;142.9;14.215
03/04/2008;148.5;14.791
04/04/2008;148.5;14.791
07/04/2008;152.3;15.003
08/04/2008;150.3;14.599
09/04/2008;145.8;14.042
10/04/2008;147.9;14.215
11/04/2008;150.7;14.522
14/04/2008;142.9;13.716
15/04/2008;142.5;13.447
16/04/2008;143.1;13.504
17/04/2008;142.8;13.984
18/04/2008;140;14.081
21/04/2008;146.5;14.618
22/04/2008;148;15.387
23/04/2008;151.6;15.79
24/04/2008;160;16.347
25/04/2008;161.9;16.174
28/04/2008;161.3;15.733
29/04/2008;161.8;15.771
30/04/2008;159.2;15.752
01/05/2008;159.2;15.752
02/05/2008;166.5;16.155
05/05/2008;166.4;16.232
06/05/2008;165.5;16.136
07/05/2008;159.5;15.464
08/05/2008;154.9;15.195
09/05/2008;150.2;15.099
12/05/2008;150.2;15.099
13/05/2008;153.8;15.175
14/05/2008;151.2;15.118
15/05/2008;150.2;14.58
16/05/2008;149.6;14.292
19/05/2008;149.7;14.388
20/05/2008;146;13.946
21/05/2008;147.6;13.639
22/05/2008;144;13.351
23/05/2008;141.5;12.87
26/05/2008;138.7;12.736
27/05/2008;136.7;13.543
28/05/2008;136.2;13.735
29/05/2008;134;13.543
30/05/2008;134;13.6
02/06/2008;138.7;14.023
03/06/2008;134.5;13.812
04/06/2008;133;13.85
05/06/2008;133.9;13.754
06/06/2008;134.2;13.908
09/06/2008;134.2;13.908
10/06/2008;128.4;13.082
11/06/2008;128.1;13.062
12/06/2008;124.8;12.813
13/06/2008;123;12.525
16/06/2008;125.9;13.005
17/06/2008;125.3;13.12
18/06/2008;127.7;13.6
19/06/2008;123.4;12.928
20/06/2008;123;12.813
23/06/2008;123;12.697
24/06/2008;117.7;12.217
25/06/2008;115;12.083
26/06/2008;116;11.814
27/06/2008;114.1;11.622
30/06/2008;114;11.833
01/07/2008;114;11.833
02/07/2008;110;11.583
03/07/2008;105;11.045
04/07/2008;107.1;11.141
07/07/2008;107.3;12.006
08/07/2008;101;11.891
09/07/2008;106.6;13.082
10/07/2008;106.9;13.062
11/07/2008;112.5;13.677
14/07/2008;113;13.293
15/07/2008;105;12.563
16/07/2008;103.6;12.525
17/07/2008;108;13.043
18/07/2008;110.5;13.062
21/07/2008;115.6;13.543
22/07/2008;115.8;13.543
23/07/2008;120.2;14.119
24/07/2008;124.5;14.004
25/07/2008;120.5;13.754
28/07/2008;118.8;13.735
29/07/2008;114;13.351
30/07/2008;116.5;13.447
31/07/2008;116.3;13.427
01/08/2008;115.5;13.639
04/08/2008;113.8;13.408
05/08/2008;108.5;12.332
06/08/2008;108.5;12.332
07/08/2008;107.5;12.006
08/08/2008;107;11.641
11/08/2008;107.4;11.238
12/08/2008;106.8;11.141
13/08/2008;103.5;11.007
14/08/2008;101;11.199
15/08/2008;100.2;11.276
18/08/2008;96.9;10.853
19/08/2008;94.55;10.93
20/08/2008;99.5;11.775
21/08/2008;96.9;11.775
22/08/2008;96.9;11.775
25/08/2008;101.1;11.987
26/08/2008;101.5;12.064
27/08/2008;102.7;12.352
28/08/2008;99.75;12.313
29/08/2008;102;12.582
01/09/2008;100;12.294
02/09/2008;100.6;12.294
03/09/2008;99.75;11.545
04/09/2008;98.5;11.141
05/09/2008;95.5;10.853
08/09/2008;99.7;11.43
09/09/2008;98.75;11.065
10/09/2008;96.7;9.797
11/09/2008;93.85;8.932
12/09/2008;92.95;8.769
15/09/2008;92.95;8.769
16/09/2008;89;8.452
17/09/2008;88.5;7.982
18/09/2008;87.8;8.068
19/09/2008;101.8;9.269
22/09/2008;103.9;9.893
23/09/2008;96.2;9.124
24/09/2008;97.2;9.076
25/09/2008;98.3;9.028
26/09/2008;96.45;9.124
29/09/2008;92.5;8.404
30/09/2008;93.1;8.836
01/10/2008;93.1;8.836
02/10/2008;96.9;9.605
03/10/2008;95;9.797
06/10/2008;89;8.644
07/10/2008;89;8.644
08/10/2008;82.3;7.684
09/10/2008;88;8.03
10/10/2008;83.45;7.444
13/10/2008;90;8.164
14/10/2008;92.5;9.221
15/10/2008;88.25;8.606
16/10/2008;85;8.145
17/10/2008;82;7.761
20/10/2008;85.5;8.711
21/10/2008;83;8.846
22/10/2008;80.95;8.174
23/10/2008;77.5;8.836
24/10/2008;72;8.241
27/10/2008;62;7.204
28/10/2008;66.5;6.627
29/10/2008;68;6.435
30/10/2008;77.55;7.684
31/10/2008;75.75;8.145
03/11/2008;77;8.596
04/11/2008;77.05;8.932
05/11/2008;81;9.778
06/11/2008;74.2;8.923
07/11/2008;73;9.028
10/11/2008;76;9.662
11/11/2008;73;9.134
12/11/2008;72.3;8.875
13/11/2008;66.6;8.567
14/11/2008;65.5;8.894
17/11/2008;60.55;8.894
18/11/2008;56;8.452
19/11/2008;56.5;8.5
20/11/2008;53;7.876
21/11/2008;53;8.452
24/11/2008;52.25;8.356
25/11/2008;55;8.481
26/11/2008;57.25;8.74
27/11/2008;59.9;9.403
28/11/2008;61;9.643
01/12/2008;64;10.565
02/12/2008;60;10.162
03/12/2008;60.1;10.335
04/12/2008;59.95;9.816
05/12/2008;61.5;10.392
08/12/2008;71.5;11.929
09/12/2008;70.5;11.334
10/12/2008;75.05;11.564
11/12/2008;77.5;10.565
12/12/2008;73.2;9.931
15/12/2008;75.3;10.2
16/12/2008;76.5;10.661
17/12/2008;78.2;11.141
18/12/2008;79.2;11.314
19/12/2008;78.8;11.103
22/12/2008;75.9;10.873
23/12/2008;73;10.394
24/12/2008;72.7;10.239
25/12/2008;72.7;10.239
26/12/2008;72.7;10.239
29/12/2008;73.85;10.55
30/12/2008;73.8;10.569
31/12/2008;73.6;10.472
01/01/2009;73.6;10.472
02/01/2009;76.6;10.899
05/01/2009;82.7;11.366
06/01/2009;85;11.56
07/01/2009;83.85;11.133
08/01/2009;78.5;10.414
09/01/2009;78.25;10.55
12/01/2009;74.75;10.103
13/01/2009;73.35;9.928
14/01/2009;73.5;10.491
15/01/2009;69.85;10.414
16/01/2009;69.55;10.822
19/01/2009;69.5;10.783
20/01/2009;67.3;10.375
21/01/2009;65.5;10.064
22/01/2009;65.25;9.889
23/01/2009;63.7;9.326
26/01/2009;63.7;9.326
27/01/2009;63.7;9.326
28/01/2009;63.7;9.326
29/01/2009;67.3;10.045
30/01/2009;68;10.083
02/02/2009;65.55;9.578
03/02/2009;65.5;9.141
04/02/2009;67.25;9.462
05/02/2009;67.7;9.714
06/02/2009;67.95;10.297
09/02/2009;68.95;10.355
10/02/2009;70;10.433
11/02/2009;68;10.55
12/02/2009;66.15;10.297
13/02/2009;67.6;10.355
16/02/2009;67.4;10.103
17/02/2009;65.1;9.792
18/02/2009;65.6;9.85
19/02/2009;65.5;10.219
20/02/2009;63.9;10.219
23/02/2009;65.4;10.725
24/02/2009;63.35;10.608
25/02/2009;63.5;10.55
26/02/2009;62.2;10.394
27/02/2009;62.55;10.045
02/03/2009;57.5;9.569
03/03/2009;55.9;10.064
04/03/2009;59.6;10.53
05/03/2009;56.85;10.55
06/03/2009;56;10.608
09/03/2009;54.6;10.666
10/03/2009;56.45;10.783
11/03/2009;58.7;11.074
12/03/2009;58.75;11.269
13/03/2009;63.5;11.949
16/03/2009;66.35;12.823
17/03/2009;65.1;11.949
18/03/2009;66.25;12.026
19/03/2009;67.9;12.182
20/03/2009;65;12.046
23/03/2009;68.95;12.454
24/03/2009;74;12.123
25/03/2009;73.55;11.696
26/03/2009;77.1;11.502
27/03/2009;78.5;12.026
30/03/2009;72.9;11.599
31/03/2009;73.2;11.813
01/04/2009;72.2;12.123
02/04/2009;79.8;13.406
03/04/2009;83.85;12.765
06/04/2009;86.2;12.726
07/04/2009;86.85;12.609
08/04/2009;81.9;12.104
09/04/2009;83.2;12.803
10/04/2009;83.2;12.803
13/04/2009;83.2;12.803
14/04/2009;89.25;13.153
15/04/2009;91.4;13.075
16/04/2009;88.85;12.901
17/04/2009;89.35;12.726
20/04/2009;90.95;12.609
21/04/2009;88.7;12.376
22/04/2009;85.95;12.007
23/04/2009;87.8;12.531
24/04/2009;89.4;12.531
27/04/2009;86.3;12.221
28/04/2009;84;12.279
29/04/2009;86.2;12.998
30/04/2009;90.4;13.289
01/05/2009;90.4;13.289
04/05/2009;97.7;14.533
05/05/2009;100.4;14.008
06/05/2009;106;14.086
07/05/2009;112.9;13.95
08/05/2009;118.3;14.086
11/05/2009;116.2;14.338
12/05/2009;109.4;14.474
13/05/2009;109.8;14.921
14/05/2009;102;14.338
15/05/2009;103.7;14.28
18/05/2009;109.7;14.455
19/05/2009;113.3;14.319
20/05/2009;115.4;14.125
21/05/2009;113.4;13.833
22/05/2009;112.4;13.911
25/05/2009;112.4;13.989
26/05/2009;111.1;13.969
27/05/2009;118.2;15.349
28/05/2009;118.2;15.349
29/05/2009;119.5;15.873
01/06/2009;125;16.689
02/06/2009;122.8;16.048
03/06/2009;126.3;15.582
04/06/2009;127.3;15.096
05/06/2009;127.4;15.64
08/06/2009;121.9;15.951
09/06/2009;119.5;15.698
10/06/2009;129;15.951
11/06/2009;130.4;16.728
12/06/2009;129.5;17.486
15/06/2009;124.3;16.728
16/06/2009;122.1;16.203
17/06/2009;122;16.087
18/06/2009;120.9;15.659
19/06/2009;121.3;15.485
22/06/2009;119.9;16.087
23/06/2009;114.7;15.698
24/06/2009;119.7;16.475
25/06/2009;123.6;17.408
26/06/2009;126.7;17.952
29/06/2009;125.2;18.457
30/06/2009;120.7;17.486
01/07/2009;120.7;17.486
02/07/2009;120.6;17
03/07/2009;120.5;17.369
06/07/2009;119.3;17.155
07/07/2009;117.9;16.767
08/07/2009;117.5;16.281
09/07/2009;117;15.621
10/07/2009;117.1;15.737
13/07/2009;114;15.193
14/07/2009;116.8;15.893
15/07/2009;121.2;16.437
16/07/2009;122;16.301
17/07/2009;124.5;16.767
20/07/2009;131.6;16.961
21/07/2009;131;16.573
22/07/2009;131.8;16.281
23/07/2009;138;17.33
24/07/2009;141;17.855
27/07/2009;144.9;18.341
28/07/2009;146.4;18.515
29/07/2009;142.1;17.971
30/07/2009;143.4;18.166
31/07/2009;146.2;18.574
03/08/2009;146.1;18.865
04/08/2009;144.8;17.991
05/08/2009;143.9;18.049
06/08/2009;147.6;17.855
07/08/2009;142.4;17.427
10/08/2009;146.4;17.486
11/08/2009;151.9;17.291
12/08/2009;146;16.689
13/08/2009;150.3;17.194
14/08/2009;149.8;17.311
17/08/2009;142.9;16.806
18/08/2009;143.9;16.961
19/08/2009;142.2;16.339
20/08/2009;145;16.437
21/08/2009;143.9;16.203
24/08/2009;146.7;17.078
25/08/2009;146.4;16.747
26/08/2009;143.5;16.262
27/08/2009;141.1;15.873
28/08/2009;140.5;15.601
31/08/2009;135;15.31
01/09/2009;136.7;15.737
02/09/2009;134.4;15.251
03/09/2009;137;15.815
04/09/2009;141.7;16.495
07/09/2009;142.7;17.194
08/09/2009;146.5;17.175
09/09/2009;144.5;17.427
10/09/2009;144.6;17.894
11/09/2009;145.8;17.641
14/09/2009;142.7;17.505
15/09/2009;143;17.039
16/09/2009;146.4;16.942
17/09/2009;149.2;17.194
18/09/2009;147.8;16.864
21/09/2009;147.6;16.65
22/09/2009;149.5;16.514
23/09/2009;148;16.203
24/09/2009;144.1;16.087
25/09/2009;143.1;16.417
28/09/2009;138.5;15.795
29/09/2009;141.5;16.087
30/09/2009;140.5;16.281
01/10/2009;140.5;16.281
02/10/2009;134.1;16.203
05/10/2009;134.8;16.048
06/10/2009;136.8;16.689
07/10/2009;140.5;17.117
08/10/2009;141.6;17.233
09/10/2009;139.5;17.214
12/10/2009;138.3;16.981
13/10/2009;137.8;16.767
14/10/2009;139.9;16.767
15/10/2009;140.3;16.981
16/10/2009;140.1;16.495
19/10/2009;142.1;17.136
20/10/2009;143.4;17.447
21/10/2009;145;17.797
22/10/2009;145;17.68
23/10/2009;145.4;17.583
26/10/2009;145.4;17.583
27/10/2009;144.3;16.767
28/10/2009;140.7;16.456
29/10/2009;137.6;15.873
30/10/2009;139.8;16.592
02/11/2009;138.8;16.514
03/11/2009;136.2;15.951
04/11/2009;138;16.301
05/11/2009;137.7;16.126
06/11/2009;140;16.475
09/11/2009;141.3;16.864
10/11/2009;141.8;16.67
11/11/2009;141.4;16.689
12/11/2009;140;16.417
13/11/2009;138.7;16.573
16/11/2009;142.8;16.922
17/11/2009;142.4;16.961
18/11/2009;141.6;16.611
19/11/2009;141;16.281
20/11/2009;141.7;16.32
23/11/2009;142;16.417
24/11/2009;139.6;16.262
25/11/2009;141.6;16.398
26/11/2009;138.4;16.165
27/11/2009;133.7;15.718
30/11/2009;138.2;16.184
01/12/2009;139.9;16.281
02/12/2009;140;16.942
03/12/2009;141.2;17.253
04/12/2009;140;17.661
07/12/2009;139.8;17.913
08/12/2009;139;17.835
09/12/2009;136.9;17.291
10/12/2009;137.6;17.272
11/12/2009;138.8;17.505
14/12/2009;140;17.816
15/12/2009;137.7;16.767
16/12/2009;137.4;16.475
17/12/2009;135.5;16.165
18/12/2009;134.9;15.854
21/12/2009;134.4;15.698
22/12/2009;134.9;15.931
23/12/2009;136.4;15.815
24/12/2009;137.5;15.931
25/12/2009;137.5;15.931
28/12/2009;136.8;15.951
29/12/2009;136.7;15.951
30/12/2009;138.3;15.795
31/12/2009;139.4;15.931
01/01/2010;139.4;15.931
04/01/2010;138.4;16.029
05/01/2010;140.3;15.893
06/01/2010;147;16.009
07/01/2010;150.5;16.145
08/01/2010;150.8;16.165
11/01/2010;151.2;16.223
12/01/2010;151.4;16.009
13/01/2010;146.8;15.251
14/01/2010;146.9;14.902
15/01/2010;146.7;14.921
18/01/2010;147.2;14.688
19/01/2010;148.1;14.805
20/01/2010;145.2;14.746
21/01/2010;142.1;14.163
22/01/2010;137.9;14.513
25/01/2010;136;14.086
26/01/2010;133.4;13.619
27/01/2010;131.9;13.425
28/01/2010;133.5;13.445
29/01/2010;132.3;13.522
01/02/2010;132.3;13.542
02/02/2010;132.9;13.755
03/02/2010;135.9;14.358
04/02/2010;133.2;14.105
05/02/2010;129.2;13.775
08/02/2010;127.4;13.619
09/02/2010;125.8;13.95
10/02/2010;127.8;14.047
11/02/2010;129.4;14.397
12/02/2010;130.2;14.571
15/02/2010;130.2;14.571
16/02/2010;130.2;14.571
17/02/2010;130.9;14.766
18/02/2010;129.4;14.571
19/02/2010;127.3;14.163
22/02/2010;129.9;14.338
23/02/2010;131.8;14.707
24/02/2010;130.6;14.785
25/02/2010;129.2;14.96
26/02/2010;129.9;15.29
01/03/2010;134.1;15.99
02/03/2010;134.6;15.893
03/03/2010;132.8;15.854
04/03/2010;130.1;15.854
05/03/2010;129.7;16.087
08/03/2010;133.5;16.437
09/03/2010;134.2;16.961
10/03/2010;132.6;16.67
11/03/2010;133.8;16.592
12/03/2010;133.6;16.359
15/03/2010;132.1;16.242
16/03/2010;130.6;16.32
17/03/2010;132.7;16.689
18/03/2010;132.5;16.417
19/03/2010;132.2;16.475
22/03/2010;130.7;15.854
23/03/2010;130.5;15.621
24/03/2010;129.5;15.912
25/03/2010;128.7;15.893
26/03/2010;131;16.106
29/03/2010;131.7;16.398
30/03/2010;131.1;16.845
31/03/2010;129.6;17.039
01/04/2010;132;17.408
02/04/2010;132;17.408
05/04/2010;132;17.408
06/04/2010;132;17.408
07/04/2010;137;17.583
08/04/2010;139;17.117
09/04/2010;140.4;16.806
12/04/2010;138.9;16.184
13/04/2010;139.5;16.106
14/04/2010;139.4;16.087
15/04/2010;137.3;15.815
16/04/2010;135;15.057
19/04/2010;133.1;14.494
20/04/2010;134;14.707
21/04/2010;133.8;14.805
22/04/2010;133.1;14.688
23/04/2010;131.6;14.28
26/04/2010;132.8;14.377
27/04/2010;131;14.28
28/04/2010;129.4;14.397
29/04/2010;128.8;14.63
30/04/2010;129.3;14.941
03/05/2010;128.3;14.377
04/05/2010;128;14.241
05/05/2010;125.9;13.911
06/05/2010;124.6;13.522
07/05/2010;123.4;13.891
10/05/2010;125;14.397
11/05/2010;123.4;14.261
12/05/2010;123.2;13.891
13/05/2010;125.9;14.222
14/05/2010;124.7;14.066
17/05/2010;122.5;13.755
18/05/2010;122.1;14.163
19/05/2010;120.1;14.008
20/05/2010;119.2;14.299
21/05/2010;119.2;14.299
24/05/2010;119.6;15.174
25/05/2010;115.3;14.571
26/05/2010;115.6;14.513
27/05/2010;118.8;14.979
28/05/2010;121;14.999
31/05/2010;119.6;14.921
01/06/2010;118.9;14.222
02/06/2010;117.5;14.066
03/06/2010;119.1;14.28
04/06/2010;119;14.319
07/06/2010;116.9;13.989
08/06/2010;118.5;14.28
09/06/2010;118.6;14.28
10/06/2010;118.1;14.183
11/06/2010;120.5;14.591
14/06/2010;121.9;14.707
15/06/2010;121.2;14.669
16/06/2010;121.2;14.669
17/06/2010;120.7;15.038
18/06/2010;122.3;15.329
21/06/2010;127.4;16.126
22/06/2010;126.4;15.854
23/06/2010;125.6;15.426
24/06/2010;125.3;15.31
25/06/2010;125.9;14.941
28/06/2010;126.8;14.979
29/06/2010;123.9;14.552
30/06/2010;122.6;14.261
01/07/2010;122.6;14.261
02/07/2010;121.4;14.338
05/07/2010;120.1;14.066
06/07/2010;121.5;14.494
07/07/2010;121.5;14.261
08/07/2010;120.5;14.513
09/07/2010;122.6;14.96
12/07/2010;122.9;15.621
13/07/2010;121.9;15.718
14/07/2010;124.2;15.951
15/07/2010;123.1;15.873
16/07/2010;122.2;15.485
19/07/2010;120.1;15.621
20/07/2010;122.3;15.99
21/07/2010;123.1;16.165
22/07/2010;123.9;16.126
23/07/2010;126.8;16.067
26/07/2010;127.6;16.165
27/07/2010;127.7;16.262
28/07/2010;127.5;16.223
29/07/2010;127.8;16.126
30/07/2010;127.7;16.165
02/08/2010;131.3;16.728
03/08/2010;133.5;17.019
04/08/2010;132.2;16.553
05/08/2010;132;15.99
06/08/2010;133.6;16.126
09/08/2010;134.1;16.242
10/08/2010;131.8;16.048
11/08/2010;129.1;15.834
12/08/2010;126.2;15.718
13/08/2010;124.9;15.873
16/08/2010;124.8;15.815
17/08/2010;124.3;15.873
18/08/2010;124.8;15.543
19/08/2010;125.9;15.795
20/08/2010;125;15.562
23/08/2010;125.5;15.504
24/08/2010;124.9;15.446
25/08/2010;122.2;15.582
26/08/2010;121.9;15.621
27/08/2010;121.4;15.815
30/08/2010;122.6;16.029
31/08/2010;121.9;16.126
01/09/2010;123.3;15.737
02/09/2010;124.4;16.262
03/09/2010;124.6;16.301
06/09/2010;130.9;16.786
07/09/2010;132.4;16.903
08/09/2010;131.2;16.631
09/09/2010;131.7;16.262
10/09/2010;134.5;16.339
13/09/2010;137.7;16.65
14/09/2010;137.2;17.233
15/09/2010;137.5;17.058
16/09/2010;138.5;17.019
17/09/2010;139.9;16.903
20/09/2010;142;17.078
21/09/2010;140.6;16.942
22/09/2010;142.5;16.806
23/09/2010;142.5;16.806
24/09/2010;147.9;16.67
27/09/2010;152.9;16.592
28/09/2010;149.1;16.495
29/09/2010;151.3;16.339
30/09/2010;152.8;15.951
01/10/2010;152.8;15.951
04/10/2010;156.8;15.757
05/10/2010;159.7;15.951
06/10/2010;160;16.67
07/10/2010;163.4;16.398
08/10/2010;162.9;16.32
11/10/2010;169.6;16.553
12/10/2010;167.9;16.514
13/10/2010;169.9;16.961
14/10/2010;178.4;16.806
15/10/2010;180;16.903
18/10/2010;177.4;16.709
19/10/2010;179.7;16.592
20/10/2010;177;16.087
21/10/2010;176.4;16.126
22/10/2010;173.4;15.893
25/10/2010;181.9;15.854
26/10/2010;179.2;15.737
27/10/2010;173.4;15.562
28/10/2010;170.6;15.64
29/10/2010;170.6;15.834
01/11/2010;178.9;15.795
02/11/2010;176.1;15.64
03/11/2010;179.1;15.737
04/11/2010;184.8;15.854
05/11/2010;191.9;15.912
08/11/2010;197.2;16.359
09/11/2010;194.2;16.514
10/11/2010;193;15.912
11/11/2010;190.1;16.029
12/11/2010;188.4;15.99
15/11/2010;184.2;15.523
16/11/2010;182.4;15.135
17/11/2010;176.7;14.999
18/11/2010;183.5;15.135
19/11/2010;183.4;15.251
22/11/2010;182;15.115
23/11/2010;176.8;14.941
24/11/2010;178.5;15.077
25/11/2010;176.6;15.018
26/11/2010;174.6;14.785
29/11/2010;179.1;14.669
30/11/2010;177.9;14.494
01/12/2010;179.6;14.921
02/12/2010;183;14.824
03/12/2010;184.4;14.63
06/12/2010;180.5;14.805
07/12/2010;182.1;14.824
08/12/2010;181.7;14.707
09/12/2010;181.6;14.766
10/12/2010;182.1;14.591
13/12/2010;182.9;14.552
14/12/2010;183.2;14.591
15/12/2010;179.2;14.377
16/12/2010;175.3;14.338
17/12/2010;176.2;14.163
20/12/2010;174.7;13.969
21/12/2010;178.8;14.222
22/12/2010;178.8;14.377
23/12/2010;176;14.183
24/12/2010;176.3;14.105
27/12/2010;176.3;14.105
28/12/2010;175.5;13.775
29/12/2010;177.5;13.794
30/12/2010;177.2;13.833
31/12/2010;176.3;13.969
03/01/2011;179.8;14.222
04/01/2011;185.6;14.746
05/01/2011;185.6;14.941
06/01/2011;184.8;14.843
07/01/2011;184.5;15.057
10/01/2011;182.2;14.688
11/01/2011;182.8;14.785
12/01/2011;188.8;14.863
13/01/2011;189.1;14.746
14/01/2011;187.3;14.805
17/01/2011;185.5;14.533
18/01/2011;184.5;14.61
19/01/2011;186.6;14.805
20/01/2011;183.1;14.805
21/01/2011;182.2;14.805
24/01/2011;179.6;14.591
25/01/2011;180;14.746
26/01/2011;180;15.057
27/01/2011;179.1;14.319
28/01/2011;178.3;14.28
31/01/2011;178.8;14.299
01/02/2011;177.6;14.261
02/02/2011;180.6;14.455
03/02/2011;180.6;14.455
04/02/2011;180.6;14.455
07/02/2011;179;14.183
08/02/2011;179.4;13.814
09/02/2011;176.3;13.522
10/02/2011;167.7;13.037
11/02/2011;168.9;12.901
14/02/2011;169.4;13.134
15/02/2011;168.5;12.881
16/02/2011;167.5;12.765
17/02/2011;166.5;12.376
18/02/2011;170.8;12.667
21/02/2011;170;12.687
22/02/2011;166.8;12.337
23/02/2011;166.1;12.376
24/02/2011;164.1;12.337
25/02/2011;165.1;12.57
28/02/2011;168.5;12.551
01/03/2011;169.7;12.784
02/03/2011;167.1;12.726
03/03/2011;166.7;12.978
04/03/2011;169.6;13.075
07/03/2011;167.9;13.075
08/03/2011;171.5;13.328
09/03/2011;170.5;13.406
10/03/2011;168.7;13.464
11/03/2011;167;13.056
14/03/2011;166.4;13.095
15/03/2011;163.4;12.59
16/03/2011;163.9;12.765
17/03/2011;159.9;12.862
18/03/2011;159.8;13.697
21/03/2011;163.7;14.222
22/03/2011;166.8;14.552
23/03/2011;165.4;14.28
24/03/2011;164.2;14.397
25/03/2011;166.8;14.843
28/03/2011;165;15.018
29/03/2011;165.6;14.805
30/03/2011;167;15.29
31/03/2011;169;15.368
01/04/2011;171.8;15.931
04/04/2011;180.9;16.106
05/04/2011;180.9;16.106
06/04/2011;180.7;15.737
07/04/2011;179.9;15.834
08/04/2011;182;16.126
11/04/2011;183;16.126
12/04/2011;181.2;15.97
13/04/2011;182.1;16.184
14/04/2011;181.7;16.184
15/04/2011;181.8;16.009
18/04/2011;181.4;15.679
19/04/2011;178.7;15.115
20/04/2011;179.9;15.465
21/04/2011;181.8;15.621
22/04/2011;181.8;15.621
25/04/2011;181.8;15.621
26/04/2011;180;15.271
27/04/2011;180.3;15.038
28/04/2011;179;14.707
29/04/2011;177.2;14.513
02/05/2011;177.2;14.513
03/05/2011;175.8;14.435
04/05/2011;174;14.066
05/05/2011;173.7;14.163
06/05/2011;174.1;13.853
09/05/2011;174.7;14.377
10/05/2011;174.7;14.377
11/05/2011;173.6;14.474
12/05/2011;170.7;14.319
13/05/2011;173.1;14.202
16/05/2011;171.4;14.261
17/05/2011;171.7;14.455
18/05/2011;171.5;14.979
19/05/2011;173.5;15.562
20/05/2011;173.3;15.582
23/05/2011;169.9;15.271
24/05/2011;168.9;15.174
25/05/2011;168;14.979
26/05/2011;168.6;14.902
27/05/2011;169.8;15.213
30/05/2011;170.3;15.096
31/05/2011;174.3;15.795
01/06/2011;173.3;15.601
02/06/2011;171.8;15.29
03/06/2011;169.8;15.038
06/06/2011;169.8;15.038
07/06/2011;170.3;15.038
08/06/2011;169;14.649
09/06/2011;169.4;14.63
10/06/2011;167.9;15.193
13/06/2011;166.1;15.232
14/06/2011;166.4;15.387
15/06/2011;165.1;15.174
16/06/2011;160.8;14.455
17/06/2011;160.1;14.571
20/06/2011;156.9;14.727
21/06/2011;161.4;15.057
22/06/2011;161.6;15.29
23/06/2011;159.1;15.446
24/06/2011;163.5;16.165
27/06/2011;162.1;16.106
28/06/2011;161.7;16.009
29/06/2011;162.3;15.912
30/06/2011;163.1;16.203
01/07/2011;163.1;16.203
04/07/2011;168;16.514
05/07/2011;168;16.981
06/07/2011;167.4;16.728
07/07/2011;166.1;16.65
08/07/2011;167.5;16.961
11/07/2011;165.1;16.883
12/07/2011;161.8;15.757
13/07/2011;163;16.65
14/07/2011;162.2;16.417
15/07/2011;161;15.621
18/07/2011;159.9;15.446
19/07/2011;159.3;15.601
20/07/2011;160.1;15.795
21/07/2011;160.4;15.776
22/07/2011;162.6;16.145
25/07/2011;160.6;15.951
26/07/2011;161.5;16.301
27/07/2011;161.8;16.611
28/07/2011;162.4;16.845
29/07/2011;160.9;17
01/08/2011;162;17.253
02/08/2011;160.7;17.078
03/08/2011;158;16.767
04/08/2011;156.9;16.864
05/08/2011;149.6;16.087
08/08/2011;144.3;15.951
09/08/2011;137.6;15.465
10/08/2011;141.2;16.067
11/08/2011;136.5;15.834
12/08/2011;137.1;15.99
15/08/2011;140.3;16.32
16/08/2011;141;16.573
17/08/2011;142.5;16.495
18/08/2011;147.6;15.873
19/08/2011;142.4;15.349
22/08/2011;145;14.358
23/08/2011;147.7;14.805
24/08/2011;142.1;14.513
25/08/2011;142.5;14.805
26/08/2011;141.7;14.843
29/08/2011;141.4;14.941
30/08/2011;142.6;15.523
31/08/2011;145.8;16.067
01/09/2011;144.6;16.262
02/09/2011;142.5;15.64
05/09/2011;140.3;15.115
06/09/2011;141.1;15.31
07/09/2011;142;15.504
08/09/2011;140.8;15.115
09/09/2011;141;15.018
12/09/2011;135.3;13.891
13/09/2011;135.3;13.891
14/09/2011;134.1;13.386
15/09/2011;136.4;12.765
16/09/2011;139.8;13.192
19/09/2011;135.3;12.259
20/09/2011;136.8;11.851
21/09/2011;133.2;11.385
22/09/2011;126.7;10.627
23/09/2011;124;10.899
26/09/2011;118.9;11.094
27/09/2011;123;11.541
28/09/2011;118.7;11.443
29/09/2011;118.7;11.443
30/09/2011;114.7;10.997
03/10/2011;108.1;9.773
04/10/2011;100.7;10.064
05/10/2011;100.7;10.064
06/10/2011;101.6;11.813
07/10/2011;110;12.318
10/10/2011;110;11.89
11/10/2011;117.4;12.104
12/10/2011;116.4;12.803
13/10/2011;120.9;13.794
14/10/2011;118.2;13.211
17/10/2011;121.9;13.309
18/10/2011;114.8;12.007
19/10/2011;116.5;12.007
20/10/2011;113.3;11.618
21/10/2011;114.4;11.657
24/10/2011;118.3;12.706
25/10/2011;118.1;12.901
26/10/2011;118.2;12.765
27/10/2011;127.6;14.28
28/10/2011;136.8;15.096
31/10/2011;134.1;14.241
01/11/2011;128.4;13.289
02/11/2011;135.5;14.105
03/11/2011;130.7;13.853
04/11/2011;135.7;14.571
07/11/2011;134.3;13.872
08/11/2011;132.3;13.173
